,topic,category,definition,is_topic_relevant,did_participant_mention_this,ID,design,order
641,CAR,Other,Participant does not remember,-1,0,s11,Cluttered,5
642,CAR,Other,None of the above conclusions,-1,0,s11,Cluttered,5
643,CAR,Other,Participant does not remember,-1,0,s12,Decluttered,1
644,CAR,Other,None of the above conclusions,-1,0,s12,Decluttered,1
645,CAR,Other,Participant does not remember,-1,0,s14,Cluttered,6
646,CAR,Other,None of the above conclusions,-1,0,s14,Cluttered,6
647,CAR,Other,Participant does not remember,-1,0,s15,Focused,3
648,CAR,Other,None of the above conclusions,-1,0,s15,Focused,3
649,CAR,Other,Participant does not remember,-1,0,s16,Decluttered,4
650,CAR,Other,None of the above conclusions,-1,0,s16,Decluttered,4
651,CAR,Other,Participant does not remember,-1,0,s17,Cluttered,5
652,CAR,Other,None of the above conclusions,-1,0,s17,Cluttered,5
653,CAR,Other,Participant does not remember,-1,0,s18,Decluttered,1
654,CAR,Other,None of the above conclusions,-1,0,s18,Decluttered,1
655,CAR,Other,Participant does not remember,-1,0,s19,Decluttered,4
656,CAR,Other,None of the above conclusions,-1,0,s19,Decluttered,4
657,CAR,Other,Participant does not remember,-1,0,s21,Focused,3
658,CAR,Other,None of the above conclusions,-1,0,s21,Focused,3
659,CAR,Other,Participant does not remember,-1,0,s28,Focused,2
660,CAR,Other,None of the above conclusions,-1,0,s28,Focused,2
661,CAR,Other,Participant does not remember,-1,0,s29,Focused,2
662,CAR,Other,None of the above conclusions,-1,0,s29,Focused,2
663,CAR,Other,Participant does not remember,-1,0,s30,Focused,2
664,CAR,Other,None of the above conclusions,-1,0,s30,Focused,2
665,CAR,Other,Participant does not remember,-1,0,s31,Focused,2
666,CAR,Other,None of the above conclusions,-1,0,s31,Focused,2
667,CAR,Other,Participant does not remember,-1,0,s32,Cluttered,5
668,CAR,Other,None of the above conclusions,-1,0,s32,Cluttered,5
669,CAR,Other,Participant does not remember,-1,0,s33,Cluttered,6
670,CAR,Other,None of the above conclusions,-1,0,s33,Cluttered,6
671,CAR,Other,Participant does not remember,-1,0,s34,Decluttered,1
672,CAR,Other,None of the above conclusions,-1,0,s34,Decluttered,1
673,HOLIDAY,Other,Participant does not remember,-1,0,s1,Focused,1
674,HOLIDAY,Other,None of the above conclusions,-1,0,s1,Focused,1
675,HOLIDAY,Other,Participant does not remember,-1,0,s2,Decluttered,6
676,HOLIDAY,Other,None of the above conclusions,-1,0,s2,Decluttered,6
677,HOLIDAY,Other,Participant does not remember,-1,0,s4,Decluttered,2
678,HOLIDAY,Other,None of the above conclusions,-1,0,s4,Decluttered,2
679,HOLIDAY,Other,Participant does not remember,-1,0,s5,Decluttered,6
680,HOLIDAY,Other,None of the above conclusions,-1,0,s5,Decluttered,6
681,HOLIDAY,Other,Participant does not remember,-1,0,s7,Focused,4
682,HOLIDAY,Other,None of the above conclusions,-1,0,s7,Focused,4
683,HOLIDAY,Other,Participant does not remember,-1,0,s8,Decluttered,2
684,HOLIDAY,Other,None of the above conclusions,-1,0,s8,Decluttered,2
685,HOLIDAY,Other,Participant does not remember,-1,0,s9,Cluttered,5
686,HOLIDAY,Other,None of the above conclusions,-1,0,s9,Cluttered,5
687,HOLIDAY,Other,Participant does not remember,-1,0,s10,Focused,1
688,HOLIDAY,Other,None of the above conclusions,-1,0,s10,Focused,1
689,HOLIDAY,Other,Participant does not remember,-1,0,s11,Focused,4
690,HOLIDAY,Other,None of the above conclusions,-1,0,s11,Focused,4
691,HOLIDAY,Other,Participant does not remember,-1,0,s12,Cluttered,5
692,HOLIDAY,Other,None of the above conclusions,-1,0,s12,Cluttered,5
693,HOLIDAY,Other,Participant does not remember,-1,0,s14,Decluttered,2
694,HOLIDAY,Other,None of the above conclusions,-1,0,s14,Decluttered,2
695,HOLIDAY,Other,Participant does not remember,-1,0,s15,Decluttered,6
696,HOLIDAY,Other,None of the above conclusions,-1,0,s15,Decluttered,6
697,HOLIDAY,Other,Participant does not remember,-1,0,s16,Focused,1
698,HOLIDAY,Other,None of the above conclusions,-1,0,s16,Focused,1
699,HOLIDAY,Other,Participant does not remember,-1,0,s17,Focused,4
700,HOLIDAY,Other,None of the above conclusions,-1,0,s17,Focused,4
701,HOLIDAY,Other,Participant does not remember,-1,0,s18,Cluttered,5
702,HOLIDAY,Other,None of the above conclusions,-1,0,s18,Cluttered,5
703,HOLIDAY,Other,Participant does not remember,-1,0,s19,Focused,1
704,HOLIDAY,Other,None of the above conclusions,-1,0,s19,Focused,1
705,HOLIDAY,Other,Participant does not remember,-1,0,s21,Decluttered,6
706,HOLIDAY,Other,None of the above conclusions,-1,0,s21,Decluttered,6
707,HOLIDAY,Other,Participant does not remember,-1,0,s28,Cluttered,4
708,HOLIDAY,Other,None of the above conclusions,-1,0,s28,Cluttered,4
709,HOLIDAY,Other,Participant does not remember,-1,0,s29,Cluttered,4
710,HOLIDAY,Other,None of the above conclusions,-1,0,s29,Cluttered,4
711,HOLIDAY,Other,Participant does not remember,-1,0,s30,Cluttered,4
712,HOLIDAY,Other,None of the above conclusions,-1,1,s30,Cluttered,4
713,HOLIDAY,Other,Participant does not remember,-1,0,s31,Cluttered,4
714,HOLIDAY,Other,None of the above conclusions,-1,0,s31,Cluttered,4
715,HOLIDAY,Other,Participant does not remember,-1,0,s32,Focused,4
716,HOLIDAY,Other,None of the above conclusions,-1,0,s32,Focused,4
717,HOLIDAY,Other,Participant does not remember,-1,0,s33,Decluttered,2
718,HOLIDAY,Other,None of the above conclusions,-1,0,s33,Decluttered,2
719,HOLIDAY,Other,Participant does not remember,-1,0,s34,Cluttered,5
720,HOLIDAY,Other,None of the above conclusions,-1,0,s34,Cluttered,5
721,NEWS,Other,Participant does not remember,-1,0,s1,Cluttered,3
722,NEWS,Other,None of the above conclusions,-1,0,s1,Cluttered,3
723,NEWS,Other,Participant does not remember,-1,0,s2,Cluttered,4
724,NEWS,Other,None of the above conclusions,-1,0,s2,Cluttered,4
725,NEWS,Other,Participant does not remember,-1,0,s4,Focused,1
726,NEWS,Other,None of the above conclusions,-1,0,s4,Focused,1
727,NEWS,Other,Participant does not remember,-1,0,s5,Cluttered,4
728,NEWS,Other,None of the above conclusions,-1,0,s5,Cluttered,4
729,NEWS,Other,Participant does not remember,-1,0,s7,Decluttered,2
730,NEWS,Other,None of the above conclusions,-1,0,s7,Decluttered,2
731,NEWS,Other,Participant does not remember,-1,0,s8,Focused,1
732,NEWS,Other,None of the above conclusions,-1,0,s8,Focused,1
733,NEWS,Other,Participant does not remember,-1,0,s9,Decluttered,6
734,NEWS,Other,None of the above conclusions,-1,0,s9,Decluttered,6
735,NEWS,Other,Participant does not remember,-1,1,s10,Cluttered,3
736,NEWS,Other,None of the above conclusions,-1,0,s10,Cluttered,3
737,NEWS,Other,Participant does not remember,-1,0,s11,Decluttered,2
738,NEWS,Other,None of the above conclusions,-1,0,s11,Decluttered,2
739,NEWS,Other,Participant does not remember,-1,0,s12,Decluttered,6
740,NEWS,Other,None of the above conclusions,-1,0,s12,Decluttered,6
741,NEWS,Other,Participant does not remember,-1,0,s14,Focused,1
742,NEWS,Other,None of the above conclusions,-1,0,s14,Focused,1
743,NEWS,Other,Participant does not remember,-1,0,s15,Cluttered,4
744,NEWS,Other,None of the above conclusions,-1,0,s15,Cluttered,4
745,NEWS,Other,Participant does not remember,-1,0,s16,Cluttered,3
746,NEWS,Other,None of the above conclusions,-1,0,s16,Cluttered,3
747,NEWS,Other,Participant does not remember,-1,0,s17,Decluttered,2
748,NEWS,Other,None of the above conclusions,-1,0,s17,Decluttered,2
749,NEWS,Other,Participant does not remember,-1,0,s18,Decluttered,6
750,NEWS,Other,None of the above conclusions,-1,0,s18,Decluttered,6
751,NEWS,Other,Participant does not remember,-1,1,s19,Cluttered,3
752,NEWS,Other,None of the above conclusions,-1,0,s19,Cluttered,3
753,NEWS,Other,Participant does not remember,-1,0,s21,Cluttered,4
754,NEWS,Other,None of the above conclusions,-1,0,s21,Cluttered,4
755,NEWS,Other,Participant does not remember,-1,0,s28,Focused,5
756,NEWS,Other,None of the above conclusions,-1,0,s28,Focused,5
757,NEWS,Other,Participant does not remember,-1,0,s29,Focused,5
758,NEWS,Other,None of the above conclusions,-1,0,s29,Focused,5
759,NEWS,Other,Participant does not remember,-1,0,s30,Focused,5
760,NEWS,Other,None of the above conclusions,-1,0,s30,Focused,5
761,NEWS,Other,Participant does not remember,-1,0,s31,Focused,5
762,NEWS,Other,None of the above conclusions,-1,0,s31,Focused,5
763,NEWS,Other,Participant does not remember,-1,0,s32,Decluttered,2
764,NEWS,Other,None of the above conclusions,-1,0,s32,Decluttered,2
765,NEWS,Other,Participant does not remember,-1,0,s33,Focused,1
766,NEWS,Other,None of the above conclusions,-1,0,s33,Focused,1
767,NEWS,Other,Participant does not remember,-1,0,s34,Decluttered,6
768,NEWS,Other,None of the above conclusions,-1,0,s34,Decluttered,6
769,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s1,Focused,2
770,PLANTS,Other,Participant does not remember,-1,0,s1,Focused,2
771,PLANTS,Other,None of the above conclusions,-1,0,s1,Focused,2
772,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s2,Cluttered,5
773,PLANTS,Other,Participant does not remember,-1,0,s2,Cluttered,5
774,PLANTS,Other,None of the above conclusions,-1,0,s2,Cluttered,5
775,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s4,Decluttered,4
776,PLANTS,Other,Participant does not remember,-1,0,s4,Decluttered,4
777,PLANTS,Other,None of the above conclusions,-1,0,s4,Decluttered,4
778,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s5,Cluttered,5
779,PLANTS,Other,Participant does not remember,-1,0,s5,Cluttered,5
780,PLANTS,Other,None of the above conclusions,-1,0,s5,Cluttered,5
781,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s7,Focused,6
782,PLANTS,Other,Participant does not remember,-1,0,s7,Focused,6
783,PLANTS,Other,None of the above conclusions,-1,0,s7,Focused,6
784,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s8,Decluttered,4
785,PLANTS,Other,Participant does not remember,-1,0,s8,Decluttered,4
786,PLANTS,Other,None of the above conclusions,-1,0,s8,Decluttered,4
787,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s9,Cluttered,3
788,PLANTS,Other,Participant does not remember,-1,0,s9,Cluttered,3
789,PLANTS,Other,None of the above conclusions,-1,0,s9,Cluttered,3
790,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s10,Focused,2
791,PLANTS,Other,Participant does not remember,-1,0,s10,Focused,2
792,PLANTS,Other,None of the above conclusions,-1,0,s10,Focused,2
793,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s11,Focused,6
794,PLANTS,Other,Participant does not remember,-1,0,s11,Focused,6
795,PLANTS,Other,None of the above conclusions,-1,0,s11,Focused,6
796,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s12,Cluttered,3
797,PLANTS,Other,Participant does not remember,-1,0,s12,Cluttered,3
798,PLANTS,Other,None of the above conclusions,-1,0,s12,Cluttered,3
799,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s14,Decluttered,4
800,PLANTS,Other,Participant does not remember,-1,0,s14,Decluttered,4
801,PLANTS,Other,None of the above conclusions,-1,0,s14,Decluttered,4
802,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s15,Cluttered,5
803,PLANTS,Other,Participant does not remember,-1,0,s15,Cluttered,5
804,PLANTS,Other,None of the above conclusions,-1,0,s15,Cluttered,5
805,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,1,s16,Focused,2
806,PLANTS,Other,Participant does not remember,-1,0,s16,Focused,2
807,PLANTS,Other,None of the above conclusions,-1,0,s16,Focused,2
808,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s17,Focused,6
809,PLANTS,Other,Participant does not remember,-1,0,s17,Focused,6
810,PLANTS,Other,None of the above conclusions,-1,0,s17,Focused,6
811,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s18,Cluttered,3
812,PLANTS,Other,Participant does not remember,-1,0,s18,Cluttered,3
813,PLANTS,Other,None of the above conclusions,-1,0,s18,Cluttered,3
814,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s19,Focused,2
815,PLANTS,Other,Participant does not remember,-1,0,s19,Focused,2
816,PLANTS,Other,None of the above conclusions,-1,0,s19,Focused,2
817,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s21,Cluttered,5
818,PLANTS,Other,Participant does not remember,-1,0,s21,Cluttered,5
819,PLANTS,Other,None of the above conclusions,-1,0,s21,Cluttered,5
820,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s28,Decluttered,1
821,PLANTS,Other,Participant does not remember,-1,0,s28,Decluttered,1
822,PLANTS,Other,None of the above conclusions,-1,0,s28,Decluttered,1
823,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s29,Decluttered,1
824,PLANTS,Other,Participant does not remember,-1,1,s29,Decluttered,1
825,PLANTS,Other,None of the above conclusions,-1,0,s29,Decluttered,1
826,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s30,Decluttered,1
827,PLANTS,Other,Participant does not remember,-1,0,s30,Decluttered,1
828,PLANTS,Other,None of the above conclusions,-1,0,s30,Decluttered,1
829,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s31,Decluttered,1
830,PLANTS,Other,Participant does not remember,-1,0,s31,Decluttered,1
831,PLANTS,Other,None of the above conclusions,-1,0,s31,Decluttered,1
832,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s32,Focused,6
833,PLANTS,Other,Participant does not remember,-1,0,s32,Focused,6
834,PLANTS,Other,None of the above conclusions,-1,0,s32,Focused,6
835,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s33,Decluttered,4
836,PLANTS,Other,Participant does not remember,-1,0,s33,Decluttered,4
837,PLANTS,Other,None of the above conclusions,-1,0,s33,Decluttered,4
838,PLANTS,Other,The conclusion inaccurately describes the grpah,-1,0,s34,Cluttered,3
839,PLANTS,Other,Participant does not remember,-1,0,s34,Cluttered,3
840,PLANTS,Other,None of the above conclusions,-1,0,s34,Cluttered,3
841,PRISON,Other,Participant does not remember,-1,0,s1,Decluttered,5
842,PRISON,Other,None of the above conclusions,-1,0,s1,Decluttered,5
843,PRISON,Other,Participant does not remember,-1,0,s2,Focused,2
844,PRISON,Other,None of the above conclusions,-1,0,s2,Focused,2
845,PRISON,Other,Participant does not remember,-1,0,s4,Cluttered,3
846,PRISON,Other,None of the above conclusions,-1,0,s4,Cluttered,3
847,PRISON,Other,Participant does not remember,-1,0,s5,Focused,2
848,PRISON,Other,None of the above conclusions,-1,0,s5,Focused,2
849,PRISON,Other,Participant does not remember,-1,0,s7,Cluttered,1
850,PRISON,Other,None of the above conclusions,-1,0,s7,Cluttered,1
851,PRISON,Other,Participant does not remember,-1,0,s8,Cluttered,3
852,PRISON,Other,None of the above conclusions,-1,0,s8,Cluttered,3
853,PRISON,Other,Participant does not remember,-1,0,s9,Focused,4
854,PRISON,Other,None of the above conclusions,-1,0,s9,Focused,4
855,PRISON,Other,Participant does not remember,-1,0,s10,Decluttered,5
856,PRISON,Other,None of the above conclusions,-1,0,s10,Decluttered,5
857,PRISON,Other,Participant does not remember,-1,0,s11,Cluttered,1
858,PRISON,Other,None of the above conclusions,-1,0,s11,Cluttered,1
859,PRISON,Other,Participant does not remember,-1,0,s12,Focused,4
860,PRISON,Other,None of the above conclusions,-1,0,s12,Focused,4
861,PRISON,Other,Participant does not remember,-1,0,s14,Cluttered,3
862,PRISON,Other,None of the above conclusions,-1,0,s14,Cluttered,3
863,PRISON,Other,Participant does not remember,-1,0,s15,Focused,2
864,PRISON,Other,None of the above conclusions,-1,0,s15,Focused,2
865,PRISON,Other,Participant does not remember,-1,0,s16,Decluttered,5
866,PRISON,Other,None of the above conclusions,-1,0,s16,Decluttered,5
867,PRISON,Other,Participant does not remember,-1,1,s17,Cluttered,1
868,PRISON,Other,None of the above conclusions,-1,0,s17,Cluttered,1
869,PRISON,Other,Participant does not remember,-1,0,s18,Focused,4
870,PRISON,Other,None of the above conclusions,-1,0,s18,Focused,4
871,PRISON,Other,Participant does not remember,-1,0,s19,Decluttered,5
872,PRISON,Other,None of the above conclusions,-1,0,s19,Decluttered,5
873,PRISON,Other,Participant does not remember,-1,0,s21,Focused,2
874,PRISON,Other,None of the above conclusions,-1,0,s21,Focused,2
875,PRISON,Other,Participant does not remember,-1,0,s28,Decluttered,6
876,PRISON,Other,None of the above conclusions,-1,0,s28,Decluttered,6
877,PRISON,Other,Participant does not remember,-1,0,s29,Decluttered,6
878,PRISON,Other,None of the above conclusions,-1,0,s29,Decluttered,6
879,PRISON,Other,Participant does not remember,-1,0,s30,Decluttered,6
880,PRISON,Other,None of the above conclusions,-1,0,s30,Decluttered,6
881,PRISON,Other,Participant does not remember,-1,0,s31,Decluttered,6
882,PRISON,Other,None of the above conclusions,-1,1,s31,Decluttered,6
883,PRISON,Other,Participant does not remember,-1,0,s32,Cluttered,1
884,PRISON,Other,None of the above conclusions,-1,0,s32,Cluttered,1
885,PRISON,Other,Participant does not remember,-1,0,s33,Cluttered,3
886,PRISON,Other,None of the above conclusions,-1,0,s33,Cluttered,3
887,PRISON,Other,Participant does not remember,-1,0,s34,Focused,4
888,PRISON,Other,None of the above conclusions,-1,0,s34,Focused,4
889,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s1,Cluttered,6
890,TIRES,Other,Participant does not remember,-1,0,s1,Cluttered,6
891,TIRES,Other,None of the above conclusions,-1,0,s1,Cluttered,6
892,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s2,Decluttered,1
893,TIRES,Other,Participant does not remember,-1,0,s2,Decluttered,1
894,TIRES,Other,None of the above conclusions,-1,0,s2,Decluttered,1
895,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s4,Focused,5
896,TIRES,Other,Participant does not remember,-1,0,s4,Focused,5
897,TIRES,Other,None of the above conclusions,-1,0,s4,Focused,5
898,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s5,Decluttered,1
899,TIRES,Other,Participant does not remember,-1,0,s5,Decluttered,1
900,TIRES,Other,None of the above conclusions,-1,0,s5,Decluttered,1
901,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s7,Decluttered,3
902,TIRES,Other,Participant does not remember,-1,0,s7,Decluttered,3
903,TIRES,Other,None of the above conclusions,-1,0,s7,Decluttered,3
904,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s8,Focused,5
905,TIRES,Other,Participant does not remember,-1,0,s8,Focused,5
906,TIRES,Other,None of the above conclusions,-1,0,s8,Focused,5
907,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s9,Focused,2
908,TIRES,Other,Participant does not remember,-1,0,s9,Focused,2
909,TIRES,Other,None of the above conclusions,-1,0,s9,Focused,2
910,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s10,Cluttered,6
911,TIRES,Other,Participant does not remember,-1,1,s10,Cluttered,6
912,TIRES,Other,None of the above conclusions,-1,0,s10,Cluttered,6
913,TIRES,Other,The conclusion inaccurately describes the graph,-1,1,s11,Decluttered,3
914,TIRES,Other,Participant does not remember,-1,0,s11,Decluttered,3
915,TIRES,Other,None of the above conclusions,-1,0,s11,Decluttered,3
916,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s12,Focused,2
917,TIRES,Other,Participant does not remember,-1,0,s12,Focused,2
918,TIRES,Other,None of the above conclusions,-1,0,s12,Focused,2
919,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s14,Focused,5
920,TIRES,Other,Participant does not remember,-1,0,s14,Focused,5
921,TIRES,Other,None of the above conclusions,-1,0,s14,Focused,5
922,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s15,Decluttered,1
923,TIRES,Other,Participant does not remember,-1,0,s15,Decluttered,1
924,TIRES,Other,None of the above conclusions,-1,0,s15,Decluttered,1
925,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s16,Cluttered,6
926,TIRES,Other,Participant does not remember,-1,0,s16,Cluttered,6
927,TIRES,Other,None of the above conclusions,-1,0,s16,Cluttered,6
928,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s17,Decluttered,3
929,TIRES,Other,Participant does not remember,-1,0,s17,Decluttered,3
930,TIRES,Other,None of the above conclusions,-1,0,s17,Decluttered,3
931,TIRES,Other,The conclusion inaccurately describes the graph,-1,1,s18,Focused,2
932,TIRES,Other,Participant does not remember,-1,0,s18,Focused,2
933,TIRES,Other,None of the above conclusions,-1,0,s18,Focused,2
934,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s19,Cluttered,6
935,TIRES,Other,Participant does not remember,-1,0,s19,Cluttered,6
936,TIRES,Other,None of the above conclusions,-1,0,s19,Cluttered,6
937,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s21,Decluttered,1
938,TIRES,Other,Participant does not remember,-1,0,s21,Decluttered,1
939,TIRES,Other,None of the above conclusions,-1,0,s21,Decluttered,1
940,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s28,Cluttered,3
941,TIRES,Other,Participant does not remember,-1,0,s28,Cluttered,3
942,TIRES,Other,None of the above conclusions,-1,0,s28,Cluttered,3
943,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s29,Cluttered,3
944,TIRES,Other,Participant does not remember,-1,0,s29,Cluttered,3
945,TIRES,Other,None of the above conclusions,-1,1,s29,Cluttered,3
946,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s30,Cluttered,3
947,TIRES,Other,Participant does not remember,-1,0,s30,Cluttered,3
948,TIRES,Other,None of the above conclusions,-1,0,s30,Cluttered,3
949,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s31,Cluttered,3
950,TIRES,Other,Participant does not remember,-1,0,s31,Cluttered,3
951,TIRES,Other,None of the above conclusions,-1,0,s31,Cluttered,3
952,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s32,Decluttered,3
953,TIRES,Other,Participant does not remember,-1,0,s32,Decluttered,3
954,TIRES,Other,None of the above conclusions,-1,0,s32,Decluttered,3
955,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s33,Focused,5
956,TIRES,Other,Participant does not remember,-1,0,s33,Focused,5
957,TIRES,Other,None of the above conclusions,-1,0,s33,Focused,5
958,TIRES,Other,The conclusion inaccurately describes the graph,-1,0,s34,Focused,2
959,TIRES,Other,Participant does not remember,-1,0,s34,Focused,2
960,TIRES,Other,None of the above conclusions,-1,0,s34,Focused,2
961,NEWS,Popularity,Mentions that there are popular news sources,0,1,s1,Cluttered,3
962,NEWS,Popularity,Mentions that there are popular news sources,0,0,s2,Cluttered,4
963,NEWS,Popularity,Mentions that there are popular news sources,0,0,s4,Focused,1
964,NEWS,Popularity,Mentions that there are popular news sources,0,0,s5,Cluttered,4
965,NEWS,Popularity,Mentions that there are popular news sources,0,0,s7,Decluttered,2
966,NEWS,Popularity,Mentions that there are popular news sources,0,1,s8,Focused,1
967,NEWS,Popularity,Mentions that there are popular news sources,0,0,s9,Decluttered,6
968,NEWS,Popularity,Mentions that there are popular news sources,0,0,s10,Cluttered,3
969,NEWS,Popularity,Mentions that there are popular news sources,0,0,s11,Decluttered,2
970,NEWS,Popularity,Mentions that there are popular news sources,0,0,s12,Decluttered,6
971,NEWS,Popularity,Mentions that there are popular news sources,0,0,s14,Focused,1
972,NEWS,Popularity,Mentions that there are popular news sources,0,0,s15,Cluttered,4
973,NEWS,Popularity,Mentions that there are popular news sources,0,0,s16,Cluttered,3
974,NEWS,Popularity,Mentions that there are popular news sources,0,0,s17,Decluttered,2
975,NEWS,Popularity,Mentions that there are popular news sources,0,0,s18,Decluttered,6
976,NEWS,Popularity,Mentions that there are popular news sources,0,0,s19,Cluttered,3
977,NEWS,Popularity,Mentions that there are popular news sources,0,1,s21,Cluttered,4
978,NEWS,Popularity,Mentions that there are popular news sources,0,0,s28,Focused,5
979,NEWS,Popularity,Mentions that there are popular news sources,0,0,s29,Focused,5
980,NEWS,Popularity,Mentions that there are popular news sources,0,0,s30,Focused,5
981,NEWS,Popularity,Mentions that there are popular news sources,0,0,s31,Focused,5
982,NEWS,Popularity,Mentions that there are popular news sources,0,0,s32,Decluttered,2
983,NEWS,Popularity,Mentions that there are popular news sources,0,0,s33,Focused,1
984,NEWS,Popularity,Mentions that there are popular news sources,0,0,s34,Decluttered,6
985,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,1,s1,Focused,2
986,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s2,Cluttered,5
987,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s4,Decluttered,4
988,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s5,Cluttered,5
989,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s7,Focused,6
990,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s8,Decluttered,4
991,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s9,Cluttered,3
992,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s10,Focused,2
993,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s11,Focused,6
994,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s12,Cluttered,3
995,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s14,Decluttered,4
996,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s15,Cluttered,5
997,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s16,Focused,2
998,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s17,Focused,6
999,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,1,s18,Cluttered,3
1000,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,1,s19,Focused,2
1001,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,1,s21,Cluttered,5
1002,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s28,Decluttered,1
1003,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s29,Decluttered,1
1004,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s30,Decluttered,1
1005,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s31,Decluttered,1
1006,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,0,s32,Focused,6
1007,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,1,s33,Decluttered,4
1008,PLANTS,Popularity,Mentions that certain seeds are popular among customers,0,1,s34,Cluttered,3
1009,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s1,Decluttered,4
1010,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s2,Focused,3
1011,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s4,Cluttered,6
1012,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,1,s5,Focused,3
1013,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s7,Cluttered,5
1014,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s8,Cluttered,6
1015,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s9,Decluttered,1
1016,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s10,Decluttered,4
1017,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s11,Cluttered,5
1018,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s12,Decluttered,1
1019,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s14,Cluttered,6
1020,CAR,Power,Mentions engine power as the top / one of the top concern(s),0,0,s15,Focused,3
